,perdicted_return,acutal_return,error
0,0.0,0.0,0.0
1,0.0,3.65145766081e-05,-3.65145766081e-05
2,0.0,9.12528013183e-05,-9.12528013183e-05
3,0.0,-7.62505953735e-05,7.62505953735e-05
4,0.0,-1.98659641265e-05,1.98659641265e-05
5,0.0,1.09678329661e-05,-1.09678329661e-05
6,0.0,5.7414645718e-06,-5.7414645718e-06
7,0.0,-9.0886357207e-06,9.0886357207e-06
8,0.0,-0.0003221982637501,0.0003221982637501
9,0.0,-0.0002012760762503,0.0002012760762503
