,perdicted_return,acutal_return,error
0,0.00043176657332483215,0.0,0.00043176657332483215
1,0.0004472476349682286,0.0001199800005083,0.0003272676344599286
2,0.0004165961268829399,-0.0002375997691417,0.0006541958960246399
3,0.00039477851512867423,-0.0001692130474083,0.0005639915625369743
4,0.0003924923872455355,-1.76831086659e-05,0.0004101754959114355
5,0.00033951385847549864,-0.0004108720253967,0.0007503858838721986
6,0.0003815835813684165,0.0003263936160959,5.5189965272516516e-05
7,0.00042982833446739144,0.0003741832731682,5.564506129919142e-05
8,0.0003265301430522838,-0.0008009426527576,0.0011274727958098837
9,0.00034563919024935275,0.0001483005717559,0.00019733861849345274
