,Mean,Max,Min,VOL,FD,r
56,1.157164527777779,1.1577,1.1565,0.0011999999999998678,210833.33333335654,-0.00013555007245483246
57,1.1567664305555552,1.1575,1.156,0.0015000000000000568,215333.33333332516,-0.00034402819362967536
58,1.1559389583333324,1.1569,1.155,0.0019000000000000128,125263.157894736,-0.0007153321538085999
59,1.1554773611111095,1.156,1.1549,0.0010999999999998789,180909.09090911085,-0.00039932664168389675
60,1.155235083333333,1.1556,1.1547,0.0008999999999999009,396666.66666671034,-0.0002096776500611479
61,1.1550448472222217,1.1555,1.1544,0.0010999999999998789,305454.5454545791,-0.00016467307291458932
62,1.1544969444444442,1.1552,1.154,0.0012000000000000899,255833.33333331416,-0.00047435628070646317
63,1.154239847222222,1.1547,1.1537,0.001000000000000112,351999.9999999606,-0.00022269199018620388
64,1.1541716388888903,1.1547,1.1537,0.001000000000000112,236999.9999999735,-5.909372605338774e-05
65,1.1539670138888891,1.1545,1.1533,0.0012000000000000899,253333.33333331437,-0.0001772916549900412
66,1.1536472777777786,1.1543,1.15277,0.0015300000000000313,208496.7320261395,-0.000277075607241972
67,1.153046458333334,1.1536,1.1524,0.0011999999999998678,250000.00000002753,-0.0005207999498789706
68,1.1533520277777793,1.1539,1.1528,0.0010999999999998789,291818.18181821395,0.0002650105225482926
69,1.153144263888889,1.1536,1.1523,0.0012999999999998568,308461.53846157243,-0.00018013918030797778
70,1.1534867083333329,1.1542,1.1527,0.0014999999999998348,187333.33333335398,0.0002969658308745445
71,1.1537875972222236,1.1544,1.1531,0.0013000000000000789,176153.84615383547,0.0002608516307270114
72,1.15415876388889,1.1547,1.1535,0.0012000000000000899,226666.6666666497,0.00032169410345540323
73,1.1534059583333336,1.1541,1.1527,0.0013999999999998458,204285.7142857368,-0.0006522547669436735
74,1.1535431111111114,1.1543,1.1528,0.0015000000000000568,220666.6666666583,0.00011891110565789084
75,1.1534834861111116,1.1541,1.153,0.0010999999999998789,204545.45454547709,-5.1688575334088534e-05
76,1.1534194027777789,1.1541,1.1527,0.0013999999999998458,235000.00000002587,-5.555635091820456e-05
77,1.1536456527777794,1.1545,1.153,0.0015000000000000568,153333.33333332752,0.0001961558817682977
78,1.154532222222221,1.1553,1.1536,0.0017000000000000348,141764.70588235004,0.000768493724487096
79,1.1549239583333317,1.1556,1.1544,0.0011999999999998678,184166.66666668694,0.0003393028826486602
80,1.1551198749999982,1.1557,1.1545,0.0011999999999998678,244166.66666669355,0.0001696359879391929
81,1.1545525555555542,1.1551,1.1539,0.0012000000000000899,240833.3333333153,-0.0004911346923573565
82,1.1542515277777816,1.1549,1.1537,0.0012000000000000899,224166.66666664986,-0.0002607311172835983
83,1.1544232222222257,1.1552,1.1538,0.0014000000000000679,147142.85714285,0.00014874959253867893
84,1.1545936527777756,1.1551,1.154,0.001100000000000101,189090.90909089174,0.0001476326465625059
85,1.1547824999999996,1.1552,1.1543,0.0008999999999999009,351111.1111111498,0.00016356163206827912
86,1.155043055555555,1.1557,1.1545,0.0011999999999998678,335000.0000000369,0.0002256317146782933
87,1.1553791249999983,1.1559,1.1549,0.0009999999999998899,269000.0000000296,0.00029095836975666286
88,1.1552783888888887,1.156,1.1547,0.0012999999999998568,233076.92307694873,-8.718879277796526e-05
89,1.1551113055555542,1.1556,1.1546,0.0009999999999998899,245000.00000002698,-0.00014462603554384764
90,1.1549875277777768,1.1555,1.1544,0.0010999999999998789,280000.00000003085,-0.00010715658065337551
91,1.1551698194444444,1.1557,1.1545,0.0011999999999998678,203333.33333335572,0.00015782998715002972
92,1.155065680555555,1.1557,1.1544,0.0012999999999998568,209230.76923079227,-9.015028538355156e-05
93,1.1543178888888892,1.1551,1.15372,0.0013799999999999368,294927.53623189754,-0.0006474018571014628
94,1.1545862777777778,1.1552,1.1539,0.0013000000000000789,212307.69230767942,0.00023250864555770249
95,1.154502875,1.1551,1.154,0.001100000000000101,212727.2727272532,-7.22360722477812e-05
96,1.1544536666666665,1.155,1.1538,0.0012000000000000899,247499.99999998146,-4.2622963007726784e-05
97,1.1544900694444435,1.155,1.1541,0.0009000000000001229,241111.11111107818,3.153247187664461e-05
98,1.1549350277777772,1.1556,1.1543,0.0012999999999998568,338461.53846157575,0.0003854154705270088
99,1.154831736111111,1.1554,1.1543,0.0010999999999998789,226363.6363636613,-8.943504541989968e-05
